,Name,Artist,Features,Streams,Week
462,Bad and Boujee ,Migos,Lil Uzi Vert,2150692,8/25/2017
463,Most Girls,Hailee Steinfeld,,2144627,8/25/2017
464,Bounce Back,Big Sean,,2138486,8/25/2017
465,More Than You Know,Axwell /\ Ingrosso,,2135376,8/25/2017
466,Something Just Like This,"The Chainsmokers, Coldplay",,2115562,8/25/2017
467,Rich Love ,"OneRepublic, Seeb, Seeb",,2106992,8/25/2017
468,do re mi ,blackbear,Gucci Mane,2095472,8/25/2017
469,Now Or Never,Halsey,,2089183,8/25/2017
470,T-Shirt,Migos,,2031221,8/25/2017
471,Say You Won't Let Go,James Arthur,,2014931,8/25/2017
472,Marmalade ,Macklemore,Lil Yachty,2005740,8/25/2017
473,Tunnel Vision,Kodak Black,,2000490,8/25/2017
474,Closer,The Chainsmokers,,1976740,8/25/2017
475,There for You,Martin Garrix,,1973454,8/25/2017
476,do re mi,blackbear,,1966202,8/25/2017
477,Rollin,Calvin Harris,,1954462,8/25/2017
478,Questions,Chris Brown,,1923111,8/25/2017
479,Issues,Julia Michaels,,1910193,8/25/2017
480,No Promises,Cheat Codes,Demi Lovato,1905668,8/25/2017
481,Swang,Rae Sremmurd,,1886011,8/25/2017
482,Mama,Jonas Blue,,1884322,8/25/2017
483,What Ifs,Kane Brown,,1872693,8/25/2017
484,Despacito,Luis Fonsi,,1832447,8/25/2017
485,Caroline,Amine,,1824888,8/25/2017
486,wokeuplikethis*,Playboi Carti,,1806416,8/25/2017
487,Portland,Drake,,1801196,8/25/2017
488,Small Town Boy,Dustin Lynch,,1797121,8/25/2017
489,Broccoli ,DRAM,Lil Yachty,1785154,8/25/2017
490,Bad Liar,Selena Gomez,,1773857,8/25/2017
491,The Race,Tay-K,,1768895,8/25/2017
492,Numb,21 Savage,,1750943,8/25/2017
493,Fake Love,Drake,,1739264,8/25/2017
494,Relationship ,Young Thug,Future,1735465,8/25/2017
495,Starboy,The Weeknd,,1725656,8/25/2017
496,It Ain't Me,"Kygo, Selena Gomez",,1724164,8/25/2017
497,Felices los 4,Maluma,,1717668,8/25/2017
498,Look At Me!,XXXTENTACION,,1697883,8/25/2017
499,Ex Calling,6LACK,,1694649,8/25/2017
500,Everyday We Lit ,YFN Lucci,PnB Rock,1688882,8/25/2017
501,Swalla ,Jason Derulo,"Nicki Minaj, Ty Dolla $ign",1685878,8/25/2017
502,Go Flex,Post Malone,,1685525,8/25/2017
503,ELEMENT.,Kendrick Lamar,,1673587,8/25/2017
504,White Iverson,Post Malone,,1670186,8/25/2017
505,Your Song,Rita Ora,,1664302,8/25/2017
506,Hurricane,Luke Combs,,1646941,8/25/2017
507,What About Us,P!nk,,1641901,8/25/2017
508,Money Longer,Lil Uzi Vert,,1629407,8/25/2017
509,Down,Fifth Harmony,,1615558,8/25/2017
510,The Weekend,SZA,,1613064,8/25/2017
511,First Day Out,Tee Grizzley,,1610057,8/25/2017
512,pick up the phone,"Young Thug, Travis Scott",,1594347,8/25/2017
513,beibs in the trap,Travis Scott,,1593853,8/25/2017
514,Why,Sabrina Carpenter,,1579719,8/25/2017
515,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",1567472,8/25/2017
516,Candy Paint,Post Malone,,1541298,8/25/2017
517,Losin Control,Russ,,1537558,8/25/2017
518,X ,21 Savage,Future,1518243,8/25/2017
519,PRBLMS,6LACK,,1512583,8/25/2017
520,No Role Modelz,J. Cole,,1498342,8/25/2017
521,Heartache On The Dance Floor,Jon Pardi,,1496536,8/25/2017
522,One Dance,Drake,,1487172,8/25/2017
523,Know No Better ,Major Lazer,"Travis Scott, Camila Cabello, Quavo",1485332,8/25/2017
524,Craving You,Thomas Rhett,,1470546,8/25/2017
525,Rolex,"Ayo, Teo",,1465510,8/25/2017
526,I Don't Wanna Live Forever,"Zayn, Taylor Swift",,1462609,8/25/2017
527,Malibu,Miley Cyrus,,1453538,8/25/2017
528,Escapate Conmigo,Wisin,,1451654,8/25/2017
529,Get Low,"Zedd, Liam Payne",,1445991,8/25/2017
530,Myself,NAV,,1438726,8/25/2017
531,Met Gala ,Gucci Mane,Offset,1425151,8/25/2017
532,You Was Right,Lil Uzi Vert,,1418930,8/25/2017
533,Saved,Khalid,,1408487,8/25/2017
534,Super Far,LANY,,1404627,8/25/2017
535,RAF,A$AP Mob,,1402944,8/25/2017
536,What They Want,Russ,,1401434,8/25/2017
537,Younger Now,Miley Cyrus,,1398830,8/25/2017
538,Neighbors,J. Cole,,1388273,8/25/2017
539,8TEEN,Khalid,,1385346,8/25/2017
540,Tone It Down ,Gucci Mane,Chris Brown,1384748,8/25/2017
541,Built My Legacy ,Kodak Black,Offset,1380301,8/25/2017
542,Gyalchester,Drake,,1380078,8/25/2017
543,Two High,Moon Taxi,,1375704,8/25/2017
544,In Case You Didn't Know,Brett Young,,1368777,8/25/2017
545,Audi.,Smokepurpp,,1357698,8/25/2017
546,When It Rains It Pours,Luke Combs,,1354049,8/25/2017
547,Crew ,GoldLink,"Brent Faiyaz, Shy Glizzy",1331153,8/25/2017
548,Who Dat Boy,"Tyler, The Creator",,1320403,8/25/2017
549,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",,1315762,8/25/2017
550,Reminder,The Weeknd,,1304533,8/25/2017
551,24K Magic,Bruno Mars,,1303276,8/25/2017
552,Do I Make You Wanna,Billy Currington,,1300992,8/25/2017
553,All My Love ,Cash Cash,Conor Maynard,1285727,8/25/2017
554,I Feel It Coming,The Weeknd,,1284692,8/25/2017
555,Starving,Hailee Steinfeld,,1267778,8/25/2017
556,Run Me Dry,Bryson Tiller,,1264094,8/25/2017
557,Low Life,Future,,1257343,8/25/2017
558,Versace on the Floor,Bruno Mars,,1243085,8/25/2017
559,Everybody,Logic,,1242446,8/25/2017
560,Exchange,Bryson Tiller,,1240466,8/25/2017
561,Castle on the Hill,Ed Sheeran,,1240074,8/25/2017
562,Don't,Bryson Tiller,,1238525,8/25/2017
563,'Till I Collapse,Eminem,,1237316,8/25/2017
564,Black Beatles,Rae Sremmurd,,1237096,8/25/2017
565,Transportin',Kodak Black,,1235618,8/25/2017
566,Some Way,NAV,,1235220,8/25/2017
567,Reminder,The Weeknd,,1234289,8/25/2017
568,The Night We Met,Lord Huron,,1231345,8/25/2017
569,Patty Cake,Kodak Black,,1228226,8/25/2017
570,From The D To The A ,Tee Grizzley,Lil Yachty,1228123,8/25/2017
571,Paris,The Chainsmokers,,1221695,8/25/2017
572,Me Rehúso,Danny Ocean,,1202136,8/25/2017
573,No Heart,21 Savage,,1192293,8/25/2017
574,Don't Let Me Down,The Chainsmokers,,1188547,8/25/2017
575,No Such Thing as a Broken Heart,Old Dominion,,1183378,8/25/2017
576,Get to the Money,Chad Focus,,1172984,8/25/2017
577,Get Right Witcha,Migos,,1152234,8/25/2017
578,Gassed Up,Nebu Kiniza,,1151870,8/25/2017
579,Flex Like Ouu,Lil Pump,,1151184,8/25/2017
580,Chill Bill,Rob $tone,,1146032,8/25/2017
581,Symphony ,Clean Bandit,Zara Larsson,1144588,8/25/2017
582,Boss,Lil Pump,,1144050,8/25/2017
583,Sway ,NexXthursday,"Quavo, Lil Yachty",1139051,8/25/2017
584,No Flockin,Kodak Black,,1135866,8/25/2017
585,Moves,Big Sean,,1131969,8/25/2017
586,Sign of the Times,Harry Styles,,1130835,8/25/2017
587,Up,NAV,,1125758,8/25/2017
588,D Rose,Lil Pump,,1122458,8/25/2017
589,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,,1119915,8/25/2017
590,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,,1102240,8/25/2017
591,Love On The Brain,Rihanna,,1102052,8/25/2017
592,Learn To Let Go,Kesha,,1100754,8/25/2017
593,Selfish,PnB Rock,,1098181,8/25/2017
594,Perfect,Ed Sheeran,,1096196,8/25/2017
595,See You Again,"Tyler, The Creator",,1094071,8/25/2017
596,Hometown Girl,Josh Turner,,1090778,8/25/2017
597,V. 3005,Childish Gambino,,1088387,8/25/2017
598,Weak,AJR,,1086127,8/25/2017
599,Shape of You,Ed Sheeran,,14514004,3/10/2017
600,iSpy ,KYLE,Lil Yachty,8766667,3/10/2017
601,That's What I Like,Bruno Mars,,8295295,3/10/2017
602,Bad and Boujee ,Migos,Lil Uzi Vert,7536649,3/10/2017
603,Mask Off,Future,,7276281,3/10/2017
604,Something Just Like This,"The Chainsmokers, Coldplay",,7199494,3/10/2017
605,Galway Girl,Ed Sheeran,,7180819,3/10/2017
606,It Ain't Me,"Kygo, Selena Gomez",,7063835,3/10/2017
607,Tunnel Vision,Kodak Black,,6994936,3/10/2017
608,Castle on the Hill,Ed Sheeran,,6692699,3/10/2017
609,Bounce Back,Big Sean,,6655865,3/10/2017
610,Congratulations,Post Malone,,6555279,3/10/2017
611,I Don't Wanna Live Forever,"Zayn, Taylor Swift",,6202596,3/10/2017
612,Issues,Julia Michaels,,6080178,3/10/2017
613,Perfect,Ed Sheeran,,6036976,3/10/2017
614,Paris,The Chainsmokers,,5907607,3/10/2017
615,Dive,Ed Sheeran,,5859292,3/10/2017
616,Stay ,"Zedd, Alessia Cara",,5853518,3/10/2017
617,Happier,Ed Sheeran,,5699079,3/10/2017
618,Green Light,Lorde,,5614362,3/10/2017
619,Slide,Calvin Harris,,5511187,3/10/2017
620,New Man,Ed Sheeran,,5359985,3/10/2017
621,T-Shirt,Migos,,5333609,3/10/2017
622,What Do I Know?,Ed Sheeran,,5172564,3/10/2017
623,Fake Love,Drake,,5161133,3/10/2017
624,Body Like A Back Road,Sam Hunt,,4433530,3/10/2017
625,I Feel It Coming,The Weeknd,,4422305,3/10/2017
626,Hearts Don't Break Around Here,Ed Sheeran,,4369394,3/10/2017
627,Eraser,Ed Sheeran,,4349734,3/10/2017
628,Swang,Rae Sremmurd,,4335464,3/10/2017
629,Barcelona,Ed Sheeran,,4256012,3/10/2017
630,Supermarket Flowers,Ed Sheeran,,4252540,3/10/2017
631,Location,Khalid,,4248775,3/10/2017
632,How Would You Feel (Paean),Ed Sheeran,,4238005,3/10/2017
633,Starboy,The Weeknd,,4195730,3/10/2017
634,Say You Won't Let Go,James Arthur,,4148261,3/10/2017
635,Cold,Maroon 5,,4095828,3/10/2017
636,Selfish ,Future,Rihanna,4064484,3/10/2017
637,Chained To The Rhythm,Katy Perry,,4038271,3/10/2017
638,Believer,Imagine Dragons,,3975490,3/10/2017
639,Nancy Mulligan,Ed Sheeran,,3975244,3/10/2017
640,Closer,The Chainsmokers,,3879822,3/10/2017
641,Scared to Be Lonely,Martin Garrix,,3717465,3/10/2017
642,Bibia Be Ye Ye,Ed Sheeran,,3682850,3/10/2017
643,Look At Me!,XXXTENTACION,,3619282,3/10/2017
644,Love On The Brain,Rihanna,,3614749,3/10/2017
645,Bad Things,"Machine Gun Kelly, Camila Cabello",,3612668,3/10/2017
646,Caroline,Amine,,3548672,3/10/2017
647,Save Myself,Ed Sheeran,,3524386,3/10/2017
648,Moves,Big Sean,,3450551,3/10/2017
649,goosebumps,Travis Scott,,3415123,3/10/2017
650,All Time Low,Jon Bellion,,3245567,3/10/2017
651,"How Far I'll Go - From ""Moana""",Alessia Cara,,3241922,3/10/2017
652,Comin Out Strong ,Future,The Weeknd,3225561,3/10/2017
653,Broccoli ,DRAM,Lil Yachty,3065043,3/10/2017
654,Black Beatles,Rae Sremmurd,,3043561,3/10/2017
655,Redbone,Childish Gambino,,3007770,3/10/2017
656,No Heart,21 Savage,,2939106,3/10/2017
657,Call On Me - Ryan Riback Extended Remix,Starley,,2924654,3/10/2017
658,X ,21 Savage,Future,2922329,3/10/2017
659,Both ,Gucci Mane,Drake,2890213,3/10/2017
660,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",2884436,3/10/2017
661,Despacito,Luis Fonsi,,2867453,3/10/2017
662,Party Monster,The Weeknd,,2853376,3/10/2017
663,Weak,AJR,,2835341,3/10/2017
664,Run Up ,Major Lazer,"PARTYNEXTDOOR, Nicki Minaj",2740422,3/10/2017
665,24K Magic,Bruno Mars,,2681301,3/10/2017
666,Rolex,"Ayo, Teo",,2652775,3/10/2017
667,Slippery ,Migos,Gucci Mane,2434172,3/10/2017
668,One Dance,Drake,,2406213,3/10/2017
669,Down,Marian Hill,,2346399,3/10/2017
670,I Got You,Bebe Rexha,,2345230,3/10/2017
671,All Night,The Vamps,,2328506,3/10/2017
672,Deja Vu,J. Cole,,2317990,3/10/2017
673,Losin Control,Russ,,2306176,3/10/2017
674,No Favors,Big Sean,,2264886,3/10/2017
675,Don't Leave,Snakehips,,2210522,3/10/2017
676,Rockabye ,Clean Bandit,"Sean Paul, Anne-Marie",2206809,3/10/2017
677,Make Me (Cry),Noah Cyrus,,2201316,3/10/2017
678,Sneakin',Drake,,2193683,3/10/2017
679,Kelly Price ,Migos,Travis Scott,2170875,3/10/2017
680,Low Life,Future,,2154479,3/10/2017
681,Selfish,PnB Rock,,2135959,3/10/2017
682,pick up the phone,"Young Thug, Travis Scott",,2128007,3/10/2017
683,Chill Bill,Rob $tone,,2088175,3/10/2017
684,White Iverson,Post Malone,,2085345,3/10/2017
685,Just Hold On,"Steve Aoki, Louis Tomlinson",,2072474,3/10/2017
686,You Was Right,Lil Uzi Vert,,2045547,3/10/2017
687,Starving,Hailee Steinfeld,,2031672,3/10/2017
688,Rent Money,Future,,2018017,3/10/2017
689,Solo Dance,Martin Jensen,,1984793,3/10/2017
690,History,Olivia Holt,,1983075,3/10/2017
691,The Other,Lauv,,1909638,3/10/2017
692,Sunset Lover,Petit Biscuit,,1905809,3/10/2017
693,Draco,Future,,1890587,3/10/2017
694,Side To Side,Ariana Grande,,1886373,3/10/2017
695,Heathens,Twenty One Pilots,,1882771,3/10/2017
696,Water Under the Bridge,Adele,,1862716,3/10/2017
697,No Role Modelz,J. Cole,,1824970,3/10/2017
698,Sooner Or Later,Aaron Carter,,1821626,3/10/2017
699,Some Way,NAV,,1816784,3/10/2017
700,Good Drank,2 Chainz,,1775851,3/10/2017
701,In the Name of Love,Martin Garrix,,1758695,3/10/2017
702,Cake - Challenge Version,Flo Rida,,1749723,3/10/2017
703,Water,Ugly God,,1749019,3/10/2017
704,Oceans Away,A R I Z O N A,,1742336,3/10/2017
705,Let Me Love You,DJ Snake,,1739294,3/10/2017
706,Don't Wanna Know,Maroon 5,,1729852,3/10/2017
707,Romantic - NOTD Remix,Stanaj,,1727678,3/10/2017
708,Get Right Witcha,Migos,,1713389,3/10/2017
709,Some Kind Of Drug,G-Eazy,,1693576,3/10/2017
710,Too Many Years,Kodak Black,,1665331,3/10/2017
711,Too Good,Drake,,1662948,3/10/2017
712,Go Flex,Post Malone,,1658505,3/10/2017
713,Mercy,Shawn Mendes,,1646590,3/10/2017
714,Reminder,The Weeknd,,1644310,3/10/2017
715,Controlla,Drake,,1629741,3/10/2017
716,Needed Me,Rihanna,,1629120,3/10/2017
717,Come and See Me ,PARTYNEXTDOOR,Drake,1626501,3/10/2017
718,Gucci On My ,Mike WiLL Made-It,"21 Savage, YG, Migos",1625600,3/10/2017
719,Running Back ,Wale,Lil Wayne,1621548,3/10/2017
720,Exchange,Bryson Tiller,,1620722,3/10/2017
721,Don't,Bryson Tiller,,1615781,3/10/2017
722,Don't Let Me Down,The Chainsmokers,,1611907,3/10/2017
723,Money Longer,Lil Uzi Vert,,1605491,3/10/2017
724,Go Off ,"Lil Uzi Vert, Lil Uzi Vert, Quavo, Travis Scott, Lil Uzi Vert, Quavo, Travis Scott",,1600533,3/10/2017
725,PRBLMS,6LACK,,1595931,3/10/2017
726,September Song,JP Cooper,,1591255,3/10/2017
727,beibs in the trap,Travis Scott,,1589682,3/10/2017
728,Can't Stop The Feeling!,Justin Timberlake,,1589103,3/10/2017
729,No Flockin,Kodak Black,,1585237,3/10/2017
730,Sorry,Future,,1579609,3/10/2017
731,Party,Chris Brown,,1569616,3/10/2017
732,Panda,Desiigner,,1560035,3/10/2017
733,Thumbs,Sabrina Carpenter,,1553201,3/10/2017
734,All Night ,Chance the Rapper,Knox Fortune,1552715,3/10/2017
735,Saved,Khalid,,1551324,3/10/2017
736,Scars To Your Beautiful,Alessia Cara,,1543211,3/10/2017
737,Thinking out Loud,Ed Sheeran,,1538525,3/10/2017
738,Lights Down Low,MAX,,1519734,3/10/2017
739,Ride,Twenty One Pilots,,1501511,3/10/2017
740,Used to This,Future,,1499202,3/10/2017
741,Sucker For Pain ,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign feat. X Ambassadors, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",X Ambassadors,1468303,3/10/2017
742,Same Drugs,Chance the Rapper,,1464726,3/10/2017
743,Gassed Up,Nebu Kiniza,,1461281,3/10/2017
744,It's Gotta Be You,Isaiah,,1449354,3/10/2017
745,Deja Vu,Post Malone,,1448709,3/10/2017
746,Jumpman,Drake,,1444796,3/10/2017
747,Photograph,Ed Sheeran,,1435290,3/10/2017
748,Erase Your Social,Lil Uzi Vert,,1422695,3/10/2017
749,Litty ,Meek Mill,Tory Lanez,1412693,3/10/2017
750,Shed a Light,Robin Schulz,,1408827,3/10/2017
751,Six Feet Under,The Weeknd,,1399275,3/10/2017
752,Wyclef Jean,Young Thug,,1393709,3/10/2017
753,Treat You Better,Shawn Mendes,,1392151,3/10/2017
754,Neighbors,J. Cole,,1372762,3/10/2017
755,Stressed Out,Twenty One Pilots,,1368961,3/10/2017
756,Timeless,A Boogie Wit da Hoodie,,1367466,3/10/2017
757,Outlet,Desiigner,,1358773,3/10/2017
758,Cold Water ,Major Lazer,"Justin Bieber, MØ",1350348,3/10/2017
759,Chantaje ,Shakira,Maluma,1346525,3/10/2017
760,Love,Lana Del Rey,,1344513,3/10/2017
761,Everyday,Ariana Grande,,1343728,3/10/2017
762,How Far I'll Go,Auli'i Cravalho,,1332603,3/10/2017
763,Juke Jam ,Chance the Rapper,"Justin Bieber, Towkio",1327613,3/10/2017
764,All We Know,The Chainsmokers,,1323275,3/10/2017
765,One Night,Lil Yachty,,1310383,3/10/2017
766,8TEEN,Khalid,,1308351,3/10/2017
767,Incredible,Future,,1303941,3/10/2017
768,First Day Out,Tee Grizzley,,1303288,3/10/2017
769,Million Reasons,Lady Gaga,,1302716,3/10/2017
770,Death of a Bachelor,Panic! At The Disco,,1274148,3/10/2017
771,Smoke Break ,Chance the Rapper,Future,1273817,3/10/2017
772,Work from Home ,Fifth Harmony,Ty Dolla $ign,1271634,3/10/2017
773,Up,NAV,,1270606,3/10/2017
774,Feel Good ,Gryffin,Daya,1267522,3/10/2017
775,There He Go,Kodak Black,,1260783,3/10/2017
776,Use Me,Future,,1259557,3/10/2017
777,The Hills,The Weeknd,,1254236,3/10/2017
778,American Teen,Khalid,,1254233,3/10/2017
779,Work,Rihanna,,1248604,3/10/2017
780,Versace on the Floor,Bruno Mars,,1246974,3/10/2017
781,Shining ,DJ Khaled,"Beyoncé, Jay-Z",1246757,3/10/2017
782,"i hate u, i love u ",gnash,olivia o'brien,1238513,3/10/2017
783,Die For You,The Weeknd,,1231523,3/10/2017
784,Now and Later,Sage The Gemini,,1228907,3/10/2017
785,What They Want,Russ,,1223183,3/10/2017
786,'Till I Collapse,Eminem,,1220077,3/10/2017
787,Love Me Now,John Legend,,1219633,3/10/2017
788,All We Got ,Chance the Rapper,"Kanye West, Chicago Children's Choir",1217656,3/10/2017
789,OOOUUU,Young M.A,,1206703,3/10/2017
790,Sidewalks,The Weeknd,,1201411,3/10/2017
791,I'm so Groovy,Future,,1201170,3/10/2017
792,Shot Down,Khalid,,1192720,3/10/2017
793,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,,1190485,3/10/2017
794,My Shit,A Boogie Wit da Hoodie,,1185531,3/10/2017
795,"Me, Myself & I",G-Eazy,,1175718,3/10/2017
796,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,,1167925,3/10/2017
797,Dirt On My Boots,Jon Pardi,,1163150,3/10/2017
798,Jump Out The Window,Big Sean,,1161166,3/10/2017
799,Nice For What,Drake,,11939186,5/25/2018
800,This Is America,Childish Gambino,,11739125,5/25/2018
801,Yes Indeed,"Lil Baby, Drake",,11493709,5/25/2018
802,Better Now,Post Malone,,10518738,5/25/2018
803,Psycho ,Post Malone,Ty Dolla $ign,9001378,5/25/2018
804,God's Plan,Drake,,8623146,5/25/2018
805,Look Alive ,BlocBoy JB,Drake,7551040,5/25/2018
806,I Like It,Cardi B,,7225756,5/25/2018
807,Lucid Dreams,Juice WRLD,,6822774,5/25/2018
808,rockstar ,Post Malone,21 Savage,6200199,5/25/2018
809,Paranoid,Post Malone,,6107002,5/25/2018
810,Ball For Me ,Post Malone,Nicki Minaj,5811426,5/25/2018
811,Walk It Talk It,Migos,,5788279,5/25/2018
812,Plug Walk,Rich The Kid,,5739362,5/25/2018
813,SAD!,XXXTENTACION,,5516756,5/25/2018
814,Spoil My Night ,Post Malone,Swae Lee,5362962,5/25/2018
815,no tears left to cry,Ariana Grande,,5296282,5/25/2018
816,Powerglide,"Rae Sremmurd, Juicy J",Juicy J,5248903,5/25/2018
817,Stay,Post Malone,,5204493,5/25/2018
818,Ric Flair Drip,"Offset, Metro Boomin",,5170942,5/25/2018
819,FAKE LOVE,BTS,,5090331,5/25/2018
820,Rich & Sad,Post Malone,,5058473,5/25/2018
821,Watch ,Travis Scott,"Lil Uzi Vert, Kanye West",4989289,5/25/2018
822,Playinwitme ,KYLE,Kehlani,4947855,5/25/2018
823,OTW,Khalid,,4946311,5/25/2018
824,KOD,J. Cole,,4823671,5/25/2018
825,JAPAN,Famous Dex,,4810212,5/25/2018
826,Love Lies,"Khalid, Normani",,4794763,5/25/2018
827,Call Out My Name,The Weeknd,,4633024,5/25/2018
828,Shoota ,Playboi Carti,Lil Uzi Vert,4581608,5/25/2018
829,Back To You,Selena Gomez,,4555364,5/25/2018
830,Candy Paint,Post Malone,,4442310,5/25/2018
831,Freaky Friday ,Lil Dicky,Chris Brown,4380111,5/25/2018
832,All Girls Are The Same,Juice WRLD,,4323529,5/25/2018
833,Meant to Be,"Bebe Rexha, Florida Georgia Line",Florida Georgia Line,4285545,5/25/2018
834,The Middle,"Zedd, Maren Morris, Grey",,4196734,5/25/2018
835,I Fall Apart,Post Malone,,4172726,5/25/2018
836,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",,4038761,5/25/2018
837,Over Now,Post Malone,,3997861,5/25/2018
838,92 Explorer,Post Malone,,3882545,5/25/2018
839,Zack And Codeine,Post Malone,,3841637,5/25/2018
840,All The Stars,"Kendrick Lamar, SZA",,3721197,5/25/2018
841,Mine,Bazzi,,3689234,5/25/2018
842,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",,3671669,5/25/2018
843,lovely ,"Billie Eilish, Khalid",,3632482,5/25/2018
844,Takin' Shots,Post Malone,,3571223,5/25/2018
845,Same Bitches ,Post Malone,"G-Eazy, YG",3509881,5/25/2018
846,Te Boté - Remix,Nio Garcia,,3432257,5/25/2018
847,Youngblood,5 Seconds of Summer,,3414892,5/25/2018
848,FRIENDS,"Marshmello, Anne",,3351073,5/25/2018
849,Sangria Wine,"Pharrell Williams, Camila Cabello",,3307191,5/25/2018
850,Be Careful,Cardi B,,3302330,5/25/2018
851,Stir Fry,Migos,,3262178,5/25/2018
852,XO TOUR Llif3,Lil Uzi Vert,,3201605,5/25/2018
853,Moonlight,XXXTENTACION,,3139675,5/25/2018
854,Youth ,Shawn Mendes,Khalid,2926809,5/25/2018
855,PICK IT UP ,Famous Dex,A$AP Rocky,2922758,5/25/2018
856,Otherside,Post Malone,,2902092,5/25/2018
857,Red Roses ,Lil Skies,Landon Cube,2864264,5/25/2018
858,Champion ,NAV,Travis Scott,2839457,5/25/2018
859,Solo ,Clean Bandit,Demi Lovato,2835807,5/25/2018
860,Chun-Li,Nicki Minaj,,2801287,5/25/2018
861,Kevin’s Heart,J. Cole,,2791627,5/25/2018
862,HUMBLE.,Kendrick Lamar,,2732889,5/25/2018
863,Heaven,Kane Brown,,2731648,5/25/2018
864,Congratulations,Post Malone,,2729572,5/25/2018
865,Blame It On Me,Post Malone,,2652970,5/25/2018
866,Esskeetit,Lil Pump,,2618733,5/25/2018
867,1942,G-Eazy,,2597099,5/25/2018
868,ATM,J. Cole,,2592425,5/25/2018
869,Jocelyn Flores,XXXTENTACION,,2580868,5/25/2018
870,Somebody,The Chainsmokers,,2576880,5/25/2018
871,In My Blood,Shawn Mendes,,2567510,5/25/2018
872,Young Dumb & Broke,Khalid,,2526545,5/25/2018
873,Wanted You ,NAV,Lil Uzi Vert,2522511,5/25/2018
874,Sugar Wraith,Post Malone,,2493933,5/25/2018
875,Nowadays ,Lil Skies,Landon Cube,2465334,5/25/2018
876,Motiv8,J. Cole,,2379647,5/25/2018
877,goosebumps,Travis Scott,,2377752,5/25/2018
878,Lust,Lil Skies,,2350003,5/25/2018
879,The Truth Untold,BTS,,2349463,5/25/2018
880,Havana ,Camila Cabello,Young Thug,2346860,5/25/2018
881,Bank Account,21 Savage,,2338504,5/25/2018
882,Pray For Me ,"The Weeknd, Kendrick Lamar",,2321008,5/25/2018
883,changes,XXXTENTACION,,2284482,5/25/2018
884,X,"Nicky Jam, J Balvin",,2278125,5/25/2018
885,Location,Khalid,,2268865,5/25/2018
886,Nevermind,Dennis Lloyd,,2255093,5/25/2018
887,You Make It Easy,Jason Aldean,,2239114,5/25/2018
888,New Freezer ,Rich The Kid,Kendrick Lamar,2237049,5/25/2018
889,Bounce Out With That,YBN Nahmir,,2236929,5/25/2018
890,Outside Today,YoungBoy Never Broke Again,,2235079,5/25/2018
891,Fuck Love ,XXXTENTACION,Trippie Redd,2234052,5/25/2018
892,Plain Jane,A$AP Ferg,,2233763,5/25/2018
893,Done for Me,Charlie Puth,,2208322,5/25/2018
894,Jettski Grizzley ,Tee Grizzley,Lil Pump,2207725,5/25/2018
895,LOVE.,Kendrick Lamar,,2180488,5/25/2018
896,Everyday,"Logic, Marshmello",,2167689,5/25/2018
897,1985 - Intro to “The Fall Off”,J. Cole,,2149494,5/25/2018
898,Tequila,Dan + Shay,,2141693,5/25/2018
899,Never Be the Same,Camila Cabello,,2140976,5/25/2018
900,Taste ,Tyga,Offset,2124074,5/25/2018
901,Betrayed,Lil Xan,,2117485,5/25/2018
902,Change Lanes,Kevin Gates,,2114196,5/25/2018
903,Bodak Yellow,Cardi B,,2099058,5/25/2018
